vlookup,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.
AlQus08042023,,26.099999999999998,,60.24166666666667,232.66666666666666,6.915,,,,,,,,,,,,
AlQus08052023,,30.266666666666666,,44.88260869565217,205.45833333333334,5.715,,,,,,,,,,,,
AlQus08062023,,33.954166666666666,,46.65,246.70833333333334,6.63,,,,,,,,,,,,
AlQus08072023,,38.958333333333336,,33.50833333333333,242.91666666666666,8.16,,,,,,,,,,,,
AlQus08082023,,37.358333333333334,,47.416666666666664,263.25,7.215,,,,,,,,,,,,
AlQus08092023,,36.09166666666667,,43.708333333333336,210.66666666666666,8.535,,,,,,,,,,,,
AlQus08102023,,34.92916666666667,,42.75833333333333,221.45833333333334,5.805,,,,,,,,,,,,
AlQus08112023,,28.820833333333336,,51.645833333333336,161.0,6.255,,,,,,,,,,,,
AlQus08122023,,25.170833333333334,,54.074999999999996,242.20833333333334,5.490000000000001,,,,,,,,,,,,
AlQus09012023,,21.92608695652174,,58.800000000000004,200.8695652173913,5.822608695652175,,,,,,,,,,,,
AlQus09022023,,21.770833333333332,,47.94166666666666,300.75,10.53,,,,,,,,,,,,
AlQus09032023,,28.15416666666667,,29.304166666666664,159.0,6.555,,,,,,,,,,,,
AlQus09042023,,26.045833333333334,,64.45,271.5416666666667,6.315,,,,,,,,,,,,
AlQus09052023,,33.22083333333333,,23.333333333333332,209.41666666666666,6.45,,,,,,,,,,,,
AlQus09062023,,35.795833333333334,,27.5,260.0833333333333,6.614999999999999,,,,,,,,,,,,
AlQus09072023,,38.416666666666664,,41.34166666666667,236.20833333333334,7.575,,,,,,,,,,,,
AlQus09082023,,37.71666666666667,,42.6,228.83333333333334,6.0,,,,,,,,,,,,
AlQus09092023,,35.979166666666664,,44.87916666666666,244.75,6.195,,,,,,,,,,,,
AlQus09102023,,33.97083333333333,,51.9625,282.9583333333333,7.095,,,,,,,,,,,,
AlQus09112023,,29.645833333333332,,43.875,83.33333333333333,6.735,,,,,,,,,,,,
AlQus09122023,,25.21666666666667,,55.5375,150.625,5.28,,,,,,,,,,,,
AlQus10012023,,23.266666666666666,,63.35,181.875,10.14,,,,,,,,,,,,
AlQus10022023,,20.066666666666666,,52.69166666666666,275.0,8.265,,,,,,,,,,,,
AlQus10032023,,28.679166666666664,,26.325,130.25,7.845,,,,,,,,,,,,
AlQus10042023,,26.395652173913046,,61.2304347826087,246.43478260869566,6.0260869565217385,,,,,,,,,,,,
AlQus10052023,,33.256521739130434,,21.62608695652174,247.43478260869566,6.386086956521739,,,,,,,,,,,,
AlQus10062023,,35.4,,35.887499999999996,268.625,6.2250000000000005,,,,,,,,,,,,
AlQus10072023,,38.22083333333334,,45.34583333333333,227.75,7.53,,,,,,,,,,,,
AlQus10082023,,39.49583333333333,,37.041666666666664,225.95833333333334,6.855,,,,,,,,,,,,
AlQus10092023,,35.24583333333333,,59.625,233.45833333333334,6.5249999999999995,,,,,,,,,,,,
AlQus10102023,,33.2875,,63.72083333333333,263.0,6.989999999999999,,,,,,,,,,,,
AlQus10112023,,29.27916666666667,,39.483333333333334,134.0,6.6000000000000005,,,,,,,,,,,,
AlQus10122023,,25.175,,49.50416666666666,259.0,4.2,,,,,,,,,,,,
AlQus11012023,,22.229166666666668,,53.4125,293.125,8.1,,,,,,,,,,,,
AlQus11022023,,20.145833333333332,,61.68333333333334,221.79166666666666,6.66,,,,,,,,,,,,
AlQus11032023,,28.195833333333336,,29.116666666666664,213.20833333333334,4.3950000000000005,,,,,,,,,,,,
AlQus11042023,,28.295833333333334,,48.44583333333333,194.45833333333334,5.955000000000001,,,,,,,,,,,,
AlQus11052023,,33.104166666666664,,23.983333333333334,253.75,7.965,,,,,,,,,,,,
AlQus11062023,,34.4125,,51.17916666666667,264.9166666666667,6.6000000000000005,,,,,,,,,,,,
AlQus11072023,,37.85,,40.19166666666667,250.75,7.98,,,,,,,,,,,,
AlQus11082023,,39.425000000000004,,37.541666666666664,233.70833333333334,6.510000000000001,,,,,,,,,,,,
AlQus11092023,,36.824999999999996,,43.59583333333333,144.375,7.739999999999999,,,,,,,,,,,,
AlQus11102023,,32.9375,,59.737500000000004,251.54166666666666,5.954999999999999,,,,,,,,,,,,
AlQus11112023,,29.141666666666666,,38.391666666666666,185.08333333333334,5.22,,,,,,,,,,,,
AlQus11122023,,24.52916666666667,,45.99583333333334,202.25,4.905,,,,,,,,,,,,
AlQus12012023,,20.429166666666667,,49.020833333333336,205.91666666666666,8.31,,,,,,,,,,,,
AlQus12022023,,22.412499999999998,,55.50416666666666,158.08333333333334,5.550000000000001,,,,,,,,,,,,
AlQus12032023,,28.575,,38.550000000000004,160.04166666666666,5.4750000000000005,,,,,,,,,,,,
AlQus12042023,,29.558333333333334,,41.354166666666664,195.58333333333334,7.815,,,,,,,,,,,,
AlQus12052023,,33.275,,33.15833333333333,274.8333333333333,6.885000000000001,,,,,,,,,,,,
AlQus12062023,,35.87083333333333,,37.858333333333334,246.75,5.760000000000001,,,,,,,,,,,,
AlQus12072023,,36.31666666666667,,48.70416666666667,294.0,6.93,,,,,,,,,,,,
AlQus12082023,,38.512499999999996,,37.045833333333334,253.91666666666666,7.905,,,,,,,,,,,,
AlQus12092023,,36.733333333333334,,45.137499999999996,241.29166666666666,8.235,,,,,,,,,,,,
AlQus12102023,,33.104166666666664,,57.958333333333336,269.0833333333333,5.685,,,,,,,,,,,,
AlQus12112023,,28.558333333333334,,44.99583333333334,121.08333333333333,5.745,,,,,,,,,,,,
AlQus12122023,,24.08695652173913,,51.18260869565218,186.1304347826087,3.756521739130435,,,,,,,,,,,,
AlQus13012023,,19.712500000000002,,44.020833333333336,153.25,9.72,,,,,,,,,,,,
AlQus13022023,,24.675,,42.95416666666667,131.54166666666666,5.97,,,,,,,,,,,,
AlQus13032023,,28.213043478260868,,36.3304347826087,207.0,7.544347826086957,,,,,,,,,,,,
AlQus13042023,,31.541666666666668,,38.475,147.95833333333334,7.170000000000001,,,,,,,,,,,,
AlQus13052023,,32.80416666666667,,43.74583333333334,246.79166666666666,6.945,,,,,,,,,,,,
AlQus13062023,,35.90833333333333,,44.30416666666667,269.8333333333333,7.3950000000000005,,,,,,,,,,,,
AlQus13072023,,36.916666666666664,,53.15833333333333,243.91666666666666,6.390000000000001,,,,,,,,,,,,
AlQus13082023,,37.96666666666667,,39.06666666666667,285.5,5.925,,,,,,,,,,,,
AlQus13092023,,35.262499999999996,,52.699999999999996,257.2916666666667,7.98,,,,,,,,,,,,
AlQus13102023,,32.833333333333336,,54.862500000000004,269.6666666666667,5.745,,,,,,,,,,,,
AlQus13112023,,27.945833333333336,,31.337500000000002,138.16666666666666,5.7,,,,,,,,,,,,
AlQus13122023,,24.295833333333334,,46.708333333333336,212.33333333333334,4.14,,,,,,,,,,,,
AlQus14012023,,20.6375,,44.333333333333336,207.75,7.935,,,,,,,,,,,,
AlQus14022023,,25.26521739130435,,41.2,153.7826086956522,7.419130434782609,,,,,,,,,,,,
AlQus14032023,,26.175,,54.78333333333333,248.41666666666666,6.87,,,,,,,,,,,,
AlQus14042023,,29.166666666666668,,51.71666666666667,303.8333333333333,6.36,,,,,,,,,,,,
AlQus14052023,,34.324999999999996,,27.295833333333334,209.83333333333334,6.135000000000001,,,,,,,,,,,,
AlQus14062023,,35.35,,49.84347826086957,250.43478260869566,7.3963636363636365,,,,,,,,,,,,
AlQus14072023,,39.06666666666667,,37.6,149.66666666666666,7.755,,,,,,,,,,,,
AlQus14082023,,36.925000000000004,,45.775,257.7083333333333,7.095,,,,,,,,,,,,
AlQus14092023,,34.733333333333334,,66.15416666666667,253.5,6.8999999999999995,,,,,,,,,,,,
AlQus14102023,,32.858333333333334,,56.12916666666666,198.91666666666666,5.290434782608696,,,,,,,,,,,,
AlQus14112023,,27.45,,36.18333333333333,156.0,5.04,,,,,,,,,,,,
AlQus14122023,,24.191666666666666,,44.22083333333333,246.25,4.5,,,,,,,,,,,,
AlQus15012023,,21.283333333333335,,51.80833333333334,121.41666666666667,5.91,,,,,,,,,,,,
AlQus15022023,,26.3625,,33.67916666666667,178.83333333333334,8.385,,,,,,,,,,,,
AlQus15032023,,26.520833333333332,,53.145833333333336,232.54166666666666,5.265,,,,,,,,,,,,
AlQus15042023,,26.4875,,51.38333333333333,279.7083333333333,5.13,,,,,,,,,,,,
AlQus15052023,,31.775000000000002,,43.5,243.0,6.585000000000001,,,,,,,,,,,,
AlQus15062023,,34.550000000000004,,52.162499999999994,243.875,9.765,,,,,,,,,,,,
AlQus15072023,,40.208333333333336,,31.09583333333333,209.58333333333334,7.56,,,,,,,,,,,,
AlQus15082023,,38.604166666666664,,39.785000000000004,170.875,7.515000000000001,,,,,,,,,,,,
AlQus15092023,,35.833333333333336,,56.12083333333334,225.45833333333334,7.425000000000001,,,,,,,,,,,,
AlQus15102023,,32.15,,55.89166666666667,223.33333333333334,5.79,,,,,,,,,,,,
AlQus15112023,,29.03333333333333,,34.61666666666667,143.125,6.8999999999999995,,,,,,,,,,,,
AlQus15122023,,24.820833333333336,,39.4125,338.2916666666667,6.795000000000001,,,,,,,,,,,,
AlQus16012023,,22.020833333333332,,59.1625,247.54166666666666,5.355,,,,,,,,,,,,
AlQus16022023,,26.47083333333333,,28.599999999999998,206.75,6.93,,,,,,,,,,,,
AlQus16032023,,26.854166666666668,,48.96666666666667,250.16666666666666,5.745,,,,,,,,,,,,
AlQus16042023,,25.09583333333333,,52.50833333333333,246.75,6.57,,,,,,,,,,,,
AlQus16052023,,30.766666666666666,,44.49583333333334,227.58333333333334,7.32,,,,,,,,,,,,
AlQus16062023,,34.333333333333336,,57.10833333333333,254.375,8.265,,,,,,,,,,,,
AlQus16072023,,39.36666666666667,,33.208333333333336,223.875,8.1,,,,,,,,,,,,
AlQus16082023,,39.6875,,21.920833333333334,140.33333333333334,8.145000000000001,,,,,,,,,,,,
AlQus16092023,,35.5,,57.07083333333333,214.25,7.755,,,,,,,,,,,,
AlQus16102023,,32.87083333333333,,52.92083333333333,188.54166666666666,6.420000000000001,,,,,,,,,,,,
AlQus16112023,,28.270833333333332,,47.22083333333333,139.0,9.675,,,,,,,,,,,,
AlQus16122023,,23.40416666666667,,46.775,127.66666666666667,6.135000000000001,,,,,,,,,,,,
AlQus17012023,,23.09583333333333,,59.1,170.625,5.37,,,,,,,,,,,,
AlQus17022023,,22.9875,,69.65416666666667,281.5416666666667,6.555,,,,,,,,,,,,
AlQus17032023,,25.28,,57.748000000000005,281.8,4.4928,,,,,,,,,,,,
AlQus17042023,,26.266666666666666,,51.512499999999996,244.66666666666666,4.08,,,,,,,,,,,,
AlQus17052023,,34.579166666666666,,31.099999999999998,244.29166666666666,5.235,,,,,,,,,,,,
AlQus17062023,,33.975,,52.125,241.375,6.825,,,,,,,,,,,,
AlQus17072023,,36.6625,,50.32916666666667,300.0833333333333,6.300000000000001,,,,,,,,,,,,
AlQus17082023,,36.05833333333333,,44.8375,259.4166666666667,10.08,,,,,,,,,,,,
AlQus17092023,,35.2125,,59.512499999999996,219.83333333333334,7.395,,,,,,,,,,,,
AlQus17102023,,32.8375,,46.083333333333336,209.33333333333334,7.155,,,,,,,,,,,,
AlQus17112023,,26.108333333333334,,59.01538461538462,171.53846153846155,6.03,,,,,,,,,,,,
AlQus17122023,,23.858333333333334,,36.025,73.20833333333333,6.54,,,,,,,,,,,,
AlQus18012023,,22.795833333333334,,55.275,300.625,8.385,,,,,,,,,,,,
AlQus18022023,,22.224999999999998,,64.08333333333333,263.125,6.18,,,,,,,,,,,,
AlQus18032023,,23.416666666666668,,61.02916666666667,253.20833333333334,7.32,,,,,,,,,,,,
AlQus18042023,,26.2625,,45.44583333333333,252.625,4.8,,,,,,,,,,,,
AlQus18052023,,33.912000000000006,,29.304000000000002,211.64,5.5872,,,,,,,,,,,,
AlQus18062023,,32.97083333333333,,51.19583333333333,273.4166666666667,8.355,,,,,,,,,,,,
AlQus18072023,,36.1625,,57.525,264.0416666666667,7.005,,,,,,,,,,,,
AlQus18082023,,35.108333333333334,,53.92916666666667,249.79166666666666,9.825000000000001,,,,,,,,,,,,
AlQus18092023,,35.44166666666667,,57.7875,277.5833333333333,7.890000000000001,,,,,,,,,,,,
AlQus18102023,,32.4625,,52.3375,236.5,6.390000000000001,,,,,,,,,,,,
AlQus18112023,,26.375,,60.1875,213.25,4.845,,,,,,,,,,,,
AlQus18122023,,23.329166666666666,,31.183333333333334,111.625,5.205,,,,,,,,,,,,
AlQus19012023,,22.400000000000002,,51.69583333333333,293.9583333333333,7.47,,,,,,,,,,,,
AlQus19022023,,21.97083333333333,,57.51666666666667,280.625,5.985,,,,,,,,,,,,
AlQus19032023,,23.617391304347827,,57.69130434782609,235.04347826086956,5.994782608695652,,,,,,,,,,,,
AlQus19042023,,25.433333333333334,,54.76666666666667,252.04166666666666,5.805,,,,,,,,,,,,
AlQus19052023,,35.729166666666664,,28.41818181818182,234.375,6.135000000000001,,,,,,,,,,,,
AlQus19062023,,34.666666666666664,,51.47083333333333,251.91666666666666,7.140000000000001,,,,,,,,,,,,
AlQus19072023,,35.593333333333334,,61.5625,252.73333333333332,4.8,,,,,,,,,,,,
AlQus19082023,,35.074999999999996,,56.675000000000004,270.9166666666667,8.895000000000001,,,,,,,,,,,,
AlQus19092023,,36.75416666666667,,50.574999999999996,165.70833333333334,6.135000000000001,,,,,,,,,,,,
AlQus19102023,,31.808333333333334,,56.82916666666667,220.79166666666666,7.3950000000000005,,,,,,,,,,,,
AlQus19112023,,26.5,,55.82916666666667,142.20833333333334,5.4750000000000005,,,,,,,,,,,,
AlQus19122023,,23.266666666666666,,43.2875,172.33333333333334,4.305000000000001,,,,,,,,,,,,
AlQus20012023,,21.145833333333332,,46.19583333333333,196.70833333333334,7.575,,,,,,,,,,,,
AlQus20022023,,21.78333333333333,,56.13333333333333,251.04166666666666,5.61,,,,,,,,,,,,
AlQus20032023,,25.870833333333334,,43.37916666666666,251.83333333333334,5.835,,,,,,,,,,,,
AlQus20042023,,25.95,,53.7875,273.7083333333333,6.03,,,,,,,,,,,,
AlQus20052023,,35.887499999999996,,26.875,247.75,7.5,,,,,,,,,,,,
AlQus20062023,,35.97083333333333,,43.0,254.41666666666666,6.75,,,,,,,,,,,,
AlQus20072023,,35.92173913043478,,62.165217391304346,277.60869565217394,7.325217391304348,,,,,,,,,,,,
AlQus20082023,,35.791666666666664,,51.699999999999996,213.58333333333334,8.88,,,,,,,,,,,,
AlQus20092023,,36.1625,,53.05416666666667,261.125,7.29,,,,,,,,,,,,
AlQus20102023,,31.545833333333334,,62.74166666666667,244.79166666666666,7.575,,,,,,,,,,,,
AlQus20112023,,27.8,,53.17916666666667,159.375,7.3500000000000005,,,,,,,,,,,,
AlQus20122023,,23.9875,,44.99583333333334,193.83333333333334,4.38,,,,,,,,,,,,
AlQus21012023,,20.945833333333333,,43.48333333333333,133.83333333333334,7.965,,,,,,,,,,,,
AlQus21022023,,21.575,,61.725,196.625,5.697391304347826,,,,,,,,,,,,
AlQus21032023,,26.01,,41.13809523809524,137.33333333333334,5.0760000000000005,,,,,,,,,,,,
AlQus21042023,,26.849999999999998,,42.87083333333334,265.7916666666667,6.765000000000001,,,,,,,,,,,,
AlQus21052023,,34.8125,,32.74583333333333,228.20833333333334,7.050000000000001,,,,,,,,,,,,
AlQus21062023,,36.02916666666667,,42.00416666666667,269.7083333333333,6.435,,,,,,,,,,,,
AlQus21072023,,36.93076923076923,,52.06153846153846,106.61538461538461,6.563076923076924,,,,,,,,,,,,
AlQus21082023,,35.65833333333334,,50.61666666666667,252.25,9.105,,,,,,,,,,,,
AlQus21092023,,34.766666666666666,,63.71666666666667,300.0833333333333,6.510000000000001,,,,,,,,,,,,
AlQus21102023,,31.8875,,62.987500000000004,188.875,6.735,,,,,,,,,,,,
AlQus21112023,,28.195833333333336,,55.6875,187.5,7.665,,,,,,,,,,,,
AlQus21122023,,23.53333333333333,,49.35833333333333,265.7916666666667,4.946086956521739,,,,,,,,,,,,
AlQus22012023,,20.783333333333335,,45.04583333333333,128.91666666666666,8.43,,,,,,,,,,,,
AlQus22022023,,21.995833333333334,,62.97083333333333,248.75,6.300000000000001,,,,,,,,,,,,
AlQus22032023,,24.329166666666666,,42.87916666666666,333.5833333333333,8.865,,,,,,,,,,,,
AlQus22042023,,27.65416666666667,,39.2125,239.375,5.52,,,,,,,,,,,,
AlQus22052023,,33.27333333333333,,37.49333333333333,188.93333333333334,4.224,,,,,,,,,,,,
AlQus22062023,,35.43333333333333,,51.166666666666664,270.7916666666667,7.155,,,,,,,,,,,,
AlQus22072023,,,,,,,,,,,,,,,,,,
AlQus22082023,,35.74583333333333,,54.975,272.0833333333333,7.56,,,,,,,,,,,,
AlQus22092023,,35.025,,63.17916666666667,253.25,5.603478260869565,,,,,,,,,,,,
AlQus22102023,,32.458333333333336,,46.94166666666666,159.58333333333334,6.510000000000001,,,,,,,,,,,,
AlQus22112023,,27.941666666666666,,58.6875,251.29166666666666,5.91,,,,,,,,,,,,
AlQus22122023,,23.2,,49.729166666666664,259.2916666666667,4.185,,,,,,,,,,,,
AlQus23012023,,20.191666666666666,,51.8375,83.66666666666667,8.084999999999999,,,,,,,,,,,,
AlQus23022023,,22.995833333333334,,47.854166666666664,249.79166666666666,6.345,,,,,,,,,,,,
AlQus23032023,,23.5125,,41.625,336.9583333333333,8.055,,,,,,,,,,,,
AlQus23042023,,27.900000000000002,,40.42916666666667,242.58333333333334,5.265000000000001,,,,,,,,,,,,
AlQus23052023,,33.86666666666667,,36.925000000000004,287.75,6.63,,,,,,,,,,,,
AlQus23062023,,34.488,,55.176,256.0,7.848,,,,,,,,,,,,
AlQus23072023,,39.913333333333334,,39.6125,63.125,10.704,,,,,,,,,,,,
AlQus23082023,,35.775,,62.12083333333333,278.125,7.995,,,,,,,,,,,,
AlQus23092023,,37.420833333333334,,37.24545454545454,120.91666666666667,6.915,,,,,,,,,,,,
AlQus23102023,,31.995833333333334,,54.87916666666666,181.04166666666666,6.8999999999999995,,,,,,,,,,,,
AlQus23112023,,27.650000000000002,,46.11666666666667,253.20833333333334,4.665,,,,,,,,,,,,
AlQus23122023,,22.77916666666667,,53.47083333333333,230.16666666666666,5.505,,,,,,,,,,,,
AlQus24012023,,20.166666666666668,,49.5,116.66666666666667,8.520000000000001,,,,,,,,,,,,
AlQus24022023,,25.208333333333332,,34.19583333333333,149.45833333333334,5.325,,,,,,,,,,,,
AlQus24032023,,23.349999999999998,,54.34166666666667,307.2083333333333,5.97,,,,,,,,,,,,
AlQus24042023,,29.1375,,30.72083333333333,243.125,5.235,,,,,,,,,,,,
AlQus24052023,,33.25,,40.34166666666667,281.375,7.739999999999999,,,,,,,,,,,,
AlQus24062023,,35.262499999999996,,48.17083333333333,261.7083333333333,8.325000000000001,,,,,,,,,,,,
AlQus24072023,,37.30833333333333,,44.92083333333333,184.66666666666666,8.43,,,,,,,,,,,,
AlQus24082023,,36.1625,,64.65833333333333,271.625,6.735,,,,,,,,,,,,
AlQus24092023,,37.854166666666664,,24.173684210526318,150.375,7.59,,,,,,,,,,,,
AlQus24102023,,31.525000000000002,,50.74166666666667,150.33333333333334,5.79,,,,,,,,,,,,
AlQus24112023,,26.354166666666668,,54.94166666666666,249.5,5.760000000000001,,,,,,,,,,,,
AlQus24122023,,23.325,,52.71666666666667,160.79166666666666,4.425,,,,,,,,,,,,
AlQus25012023,,19.05,,55.42916666666667,80.54166666666667,9.045,,,,,,,,,,,,
AlQus25022023,,25.916666666666668,,40.94166666666667,131.75,7.140000000000001,,,,,,,,,,,,
AlQus25032023,,23.525000000000002,,58.57083333333333,240.91666666666666,6.84,,,,,,,,,,,,
AlQus25042023,,29.625,,31.879166666666666,194.375,6.045000000000001,,,,,,,,,,,,
AlQus25052023,,34.104166666666664,,38.958333333333336,272.7083333333333,7.5,,,,,,,,,,,,
AlQus25062023,,35.15416666666667,,49.05833333333334,272.4583333333333,8.205,,,,,,,,,,,,
AlQus25072023,,38.90416666666667,,36.15,152.0,8.49,,,,,,,,,,,,
AlQus25082023,,38.479166666666664,,47.67916666666667,226.54166666666666,6.735,,,,,,,,,,,,
AlQus25092023,,36.71666666666667,,24.006666666666668,223.72777777777776,7.199999999999999,,,,,,,,,,,,
AlQus25102023,,31.775000000000002,,44.862500000000004,161.29166666666666,6.735,,,,,,,,,,,,
AlQus25112023,,26.712500000000002,,57.6625,270.75,5.115,,,,,,,,,,,,
AlQus25122023,,24.400000000000002,,60.54583333333333,203.79166666666666,4.95,,,,,,,,,,,,
AlQus26012023,,17.766666666666666,,71.21249999999999,133.79166666666666,8.58,,,,,,,,,,,,
AlQus26022023,,26.90416666666667,,38.395833333333336,112.54166666666667,7.065,,,,,,,,,,,,
AlQus26032023,,25.84166666666667,,53.137499999999996,124.29166666666667,6.96,,,,,,,,,,,,
AlQus26042023,,29.320833333333336,,46.125,219.25,7.95,,,,,,,,,,,,
AlQus26052023,,35.46521739130435,,33.417391304347824,248.6086956521739,5.384347826086957,,,,,,,,,,,,
AlQus26062023,,36.016666666666666,,55.166666666666664,176.125,8.4,,,,,,,,,,,,
AlQus26072023,,38.208333333333336,,42.4125,89.125,9.555,,,,,,,,,,,,
AlQus26082023,,38.5375,,35.775,202.875,6.75,,,,,,,,,,,,
AlQus26092023,,37.160000000000004,,20.2,78.61666666666666,5.4,,,,,,,,,,,,
AlQus26102023,,30.62142857142857,,45.364285714285714,151.57142857142858,6.814285714285715,,,,,,,,,,,,
AlQus26112023,,26.4875,,55.44166666666666,171.04166666666666,5.4750000000000005,,,,,,,,,,,,
AlQus26122023,,25.15833333333333,,63.7875,265.625,4.155,,,,,,,,,,,,
AlQus27012023,,16.433333333333334,,79.5625,115.70833333333333,10.14,,,,,,,,,,,,
AlQus27022023,,27.175,,38.425000000000004,167.0,6.06,,,,,,,,,,,,
AlQus27032023,,28.22083333333333,,41.32083333333333,142.875,7.5,,,,,,,,,,,,
AlQus27042023,,28.45,,45.61666666666667,265.0833333333333,6.345,,,,,,,,,,,,
AlQus27052023,,34.824999999999996,,37.11666666666667,256.125,6.18,,,,,,,,,,,,
AlQus27062023,,37.18695652173913,,50.27826086956522,145.43478260869566,9.391304347826088,,,,,,,,,,,,
AlQus27072023,,37.152,,43.52,144.52,8.64,,,,,,,,,,,,
AlQus27082023,,38.4,,34.22083333333333,199.625,5.535,,,,,,,,,,,,
AlQus27092023,,35.81304347826087,,29.12857142857143,158.61666666666667,7.826086956521739,,,,,,,,,,,,
AlQus27102023,,29.400000000000002,,53.9625,331.875,3.9600000000000004,,,,,,,,,,,,
AlQus27112023,,26.650000000000002,,55.19583333333333,239.41666666666666,4.680000000000001,,,,,,,,,,,,
AlQus27122023,,24.462500000000002,,62.8125,250.5,5.715,,,,,,,,,,,,
AlQus28012023,,18.779166666666665,,63.31666666666666,220.91666666666666,5.864999999999999,,,,,,,,,,,,
AlQus28022023,,27.379166666666666,,34.03333333333333,204.54166666666666,5.640000000000001,,,,,,,,,,,,
AlQus28032023,,26.099999999999998,,50.00833333333333,269.9583333333333,5.13,,,,,,,,,,,,
AlQus28042023,,28.016666666666666,,41.225,284.125,6.78,,,,,,,,,,,,
AlQus28052023,,33.02916666666667,,45.88333333333333,266.9166666666667,6.9750000000000005,,,,,,,,,,,,
AlQus28062023,,36.18333333333333,,52.887499999999996,228.20833333333334,8.4,,,,,,,,,,,,
AlQus28072023,,37.31666666666667,,43.395833333333336,166.66666666666666,8.43,,,,,,,,,,,,
AlQus28082023,,36.87083333333333,,47.2125,217.83333333333334,6.420000000000001,,,,,,,,,,,,
AlQus28092023,,35.041666666666664,,35.545833333333334,244.29166666666666,8.985000000000001,,,,,,,,,,,,
AlQus28102023,,29.566666666666666,,55.333333333333336,201.04166666666666,5.445,,,,,,,,,,,,
AlQus28112023,,26.9875,,57.708333333333336,262.0833333333333,4.44,,,,,,,,,,,,
AlQus28122023,,23.3625,,68.40833333333333,244.41666666666666,5.415,,,,,,,,,,,,
AlQus29012023,,18.766666666666666,,53.26666666666667,240.25,4.41,,,,,,,,,,,,
AlQus29032023,,24.920833333333334,,52.06666666666666,335.5833333333333,5.28,,,,,,,,,,,,
AlQus29042023,,28.212,,38.048,240.8,6.8688,,,,,,,,,,,,
AlQus29052023,,32.7125,,48.14166666666667,227.83333333333334,8.445,,,,,,,,,,,,
AlQus29062023,,35.983333333333334,,55.57083333333333,231.45833333333334,7.920000000000001,,,,,,,,,,,,
AlQus29072023,,36.387499999999996,,54.18333333333334,248.875,7.185,,,,,,,,,,,,
AlQus29082023,,36.67916666666667,,46.7875,218.125,6.63,,,,,,,,,,,,
AlQus29092023,,33.358333333333334,,58.54583333333333,249.60416666666666,6.5249999999999995,,,,,,,,,,,,
AlQus29102023,,30.1375,,56.82083333333333,178.25,6.06,,,,,,,,,,,,
AlQus29112023,,27.2,,60.199999999999996,276.4583333333333,7.515000000000001,,,,,,,,,,,,
AlQus29122023,,24.150000000000002,,64.34166666666667,254.875,4.455,,,,,,,,,,,,
AlQus30012023,,19.395833333333332,,60.475,232.04166666666666,5.715,,,,,,,,,,,,
AlQus30032023,,23.8125,,58.958333333333336,269.8333333333333,7.035,,,,,,,,,,,,
AlQus30042023,,29.93913043478261,,28.308695652173913,224.08695652173913,5.994782608695652,,,,,,,,,,,,
AlQus30052023,,34.18333333333333,,44.40416666666667,233.5,6.330000000000001,,,,,,,,,,,,
AlQus30062023,,35.625,,51.48333333333333,270.6666666666667,7.695,,,,,,,,,,,,
AlQus30072023,,35.387499999999996,,59.7125,249.29166666666666,6.825,,,,,,,,,,,,
AlQus30082023,,36.958333333333336,,40.52916666666667,96.75,7.710000000000001,,,,,,,,,,,,
AlQus30092023,,33.67916666666667,,53.92916666666667,232.15,7.665,,,,,,,,,,,,
AlQus30102023,,30.983333333333334,,49.57083333333333,170.33333333333334,6.585,,,,,,,,,,,,
AlQus30112023,,26.304166666666664,,53.77916666666667,247.20833333333334,4.515,,,,,,,,,,,,
AlQus30122023,,24.329166666666666,,63.708333333333336,196.0,4.29,,,,,,,,,,,,
AlQus31012023,,21.208333333333332,,58.51666666666667,110.0,6.585,,,,,,,,,,,,
AlQus31032023,,24.083333333333332,,62.125,282.4166666666667,6.675000000000001,,,,,,,,,,,,
AlQus31052023,,34.6875,,43.35,240.58333333333334,6.675000000000001,,,,,,,,,,,,
AlQus31072023,,35.53913043478261,,58.69565217391305,284.3478260869565,7.262608695652173,,,,,,,,,,,,
AlQus31082023,,36.108333333333334,,47.53333333333333,240.0,7.080000000000001,,,,,,,,,,,,
AlQus31102023,,30.95,,45.6875,165.29166666666666,6.465,,,,,,,,,,,,
AlQus31122023,,24.4375,,67.69166666666666,230.66666666666666,3.8249999999999997,,,,,,,,,,,,
DIP01012023,,20.651999999999997,,62.828,186.88,3.765,,,,,,,,,,,,
DIP01022023,,22.61111111111111,,53.77777777777778,136.11111111111111,4.08,,,,,,,,,,,,
DIP01032023,,23.508000000000003,,61.732,170.4,4.0607999999999995,,,,,,,,,,,,
DIP01042023,,24.184,,60.611999999999995,187.92,5.0112,,,,,,,,,,,,
DIP01052023,,29.276,,29.736,180.8,4.1184,,,,,,,,,,,,
DIP01062023,,32.748000000000005,,50.388000000000005,188.68,9.345600000000001,,,,,,,,,,,,
DIP01072023,,34.052,,50.611999999999995,190.16,7.4879999999999995,,,,,,,,,,,,
DIP01082023,,34.804,,57.22,222.76,4.4928,,,,,,,,,,,,
DIP01092023,,34.484,,56.744,252.0,5.2703999999999995,,,,,,,,,,,,
DIP01102023,,32.356,,54.416000000000004,228.04,6.494400000000001,,,,,,,,,,,,
